,Unnamed: 0,id,date,scope_paths,smp_paths,ram
150,150,DHNMet_20240514,5/14/24 0:00,"['/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-5-14_193_Profile00030_SN00259.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-5-14_193_Profile00031_SN00259.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-5-14_193_Profile00032_SN00259.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-5-14_194_Profile00033_SN00259.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-5-14_194_Profile00034_SN00259.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-5-14_1940_Profile00035_SN00259.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-5-14_1941_Profile00036_SN00259.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-5-14_1945_Profile00908_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-5-14_1946_Profile00909_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-5-14_1947_Profile00910_SN00127.csv']",,/Users/colemankane_1/Desktop/fraser_23_24_exports/DHNMet_20240514_sram.csv
151,151,JPLMet_20240405,4/5/24 0:00,"['/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-5_1425_Profile00742_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-5_1429_Profile00749_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-5_1425_Profile00744_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-5_1431_Profile00752_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-5_1433_Profile00754_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-5_1614_Profile00757_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-5_1616_Profile00760_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-5_1616_Profile00761_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-5_1617_Profile00762_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-5_1617_Profile00763_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-5_174_Profile00764_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-5_175_Profile00766_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-5_176_Profile00768_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-5_176_Profile00769_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-5_177_Profile00772_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-5_1738_Profile00773_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-5_1740_Profile00775_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-5_1740_Profile00777_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-5_1742_Profile00780_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-5_1743_Profile00783_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-5_1851_Profile00787_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-5_1851_Profile00790_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-5_1852_Profile00791_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-5_1853_Profile00793_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-5_1857_Profile00797_SN00127.csv']",,
152,152,AM_20240214,2/14/24 0:00,"['/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-2-14_1716_Profile00149_SN00246.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-2-14_1717_Profile00151_SN00246.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-2-14_1719_Profile00152_SN00246.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-2-14_1720_Profile00154_SN00246.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-2-14_1721_Profile00157_SN00246.csv']",,/Users/colemankane_1/Desktop/fraser_23_24_exports/AM_20240214_sram.csv
153,153,FSTA_20240221,2/21/24 0:00,[],,/Users/colemankane_1/Desktop/fraser_23_24_exports/FSTA_20240221_sram.csv
154,154,JPLMet_20240417,4/17/24 0:00,"['/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-17_2226_Profile00651_SN00246.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-17_2227_Profile00654_SN00246.csv']",,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240417_sram.csv
155,155,JPL1_20240213,2/13/24 0:00,[],,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPL1_20240213_sram.csv
156,156,JPL1_20240207,2/7/24 0:00,[],,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPL1_20240207_sram.csv
157,157,JPLMet_20240409,4/9/24 0:00,"['/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_1549_Profile00613_SN00141.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_1552_Profile00616_SN00141.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_1552_Profile00617_SN00141.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_1556_Profile00618_SN00141.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_1559_Profile00623_SN00141.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_171_Profile00798_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_174_Profile00803_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_175_Profile00804_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_176_Profile00807_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_1711_Profile00815_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_180_Profile00818_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_181_Profile00819_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_181_Profile00820_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_182_Profile00823_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_185_Profile00828_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_190_Profile00830_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_192_Profile00833_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_192_Profile00835_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_193_Profile00837_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_194_Profile00838_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_201_Profile00843_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_201_Profile00844_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_202_Profile00845_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_203_Profile00847_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_203_Profile00848_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_212_Profile00851_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_213_Profile00852_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_213_Profile00853_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_214_Profile00854_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_215_Profile00855_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_2158_Profile00857_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_2159_Profile00858_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_220_Profile00862_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_221_Profile00863_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_221_Profile00864_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_2258_Profile00866_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_2259_Profile00868_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_231_Profile00869_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_231_Profile00870_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_232_Profile00873_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_2353_Profile00874_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_2354_Profile00875_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_2355_Profile00877_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_2356_Profile00878_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-9_2356_Profile00879_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-10_057_Profile00880_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-10_058_Profile00881_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-10_059_Profile00882_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-10_10_Profile00884_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-10_11_Profile00888_SN00127.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-10_1415_Profile00002_SN00259.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-10_1416_Profile00003_SN00259.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-10_1417_Profile00004_SN00259.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-10_1417_Profile00005_SN00259.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-10_1418_Profile00006_SN00259.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-10_1513_Profile00008_SN00259.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-10_1514_Profile00009_SN00259.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-10_1515_Profile00010_SN00259.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-10_1516_Profile00012_SN00259.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-10_1516_Profile00013_SN00259.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-10_1611_Profile00014_SN00259.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-10_1612_Profile00016_SN00259.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-10_1613_Profile00018_SN00259.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-10_1613_Profile00019_SN00259.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-10_1614_Profile00020_SN00259.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-10_1718_Profile00022_SN00259.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-10_1719_Profile00024_SN00259.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-10_1720_Profile00025_SN00259.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-10_1721_Profile00026_SN00259.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-10_1721_Profile00027_SN00259.csv']",,
158,158,JPLMet_20240123,1/23/24 0:00,[],,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240123_sram.csv
159,159,AM_20240119,1/19/24 0:00,[],,/Users/colemankane_1/Desktop/fraser_23_24_exports/AM_20240119_sram.csv
160,160,LFMet_20240119,1/19/24 0:00,[],,/Users/colemankane_1/Desktop/fraser_23_24_exports/LFMet_20240119_sram.csv
161,161,JPL1_20231227,12/27/23 0:00,[],,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPL1_20231227_sram.csv
162,162,LFMet_20231220,12/20/23 0:00,"['/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2023-12-20_2313_Profile00341_SN01117.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2023-12-20_2313_Profile00342_SN01117.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2023-12-20_2313_Profile00343_SN01117.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2023-12-20_2315_Profile00346_SN01117.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2023-12-20_2315_Profile00347_SN01117.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2023-12-20_2315_Profile00348_SN01117.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2023-12-20_2315_Profile00349_SN01117.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2023-12-20_2316_Profile00353_SN01117.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2023-12-20_2316_Profile00354_SN01117.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2023-12-20_2317_Profile00355_SN01117.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2023-12-20_2317_Profile00356_SN01117.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2023-12-20_2317_Profile00357_SN01117.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2023-12-20_2317_Profile00358_SN01117.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2023-12-20_2317_Profile00359_SN01117.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2023-12-20_2318_Profile00362_SN01117.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2023-12-20_2318_Profile00363_SN01117.csv']",,/Users/colemankane_1/Desktop/fraser_23_24_exports/LFMet_20231220_sram.csv
163,163,FSTA_20231220,12/20/23 0:00,"['/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2023-12-20_2130_Profile00338_SN01117.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2023-12-20_2131_Profile00339_SN01117.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2023-12-20_2131_Profile00340_SN01117.csv']",,/Users/colemankane_1/Desktop/fraser_23_24_exports/FSTA_20231220_sram.csv
164,164,JPLMet_20231227,12/27/23 0:00,"['/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2023-12-27_2046_Profile00016_SN00246.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2023-12-27_2046_Profile00018_SN00246.csv']",,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20231227_sram.csv
165,165,FSTA_20231228,12/28/23 0:00,"['/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2023-12-28_1825_Profile00025_SN00246.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2023-12-28_1825_Profile00026_SN00246.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2023-12-28_1825_Profile00027_SN00246.csv']",,/Users/colemankane_1/Desktop/fraser_23_24_exports/FSTA_20231228_sram.csv
166,166,FSTA_20240319,3/19/24 0:00,"['/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-3-19_1827_Profile00463_SN00246.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-3-19_1828_Profile00464_SN00246.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-3-19_1829_Profile00465_SN00246.csv']",,/Users/colemankane_1/Desktop/fraser_23_24_exports/FSTA_20240319_sram.csv
167,167,LFMet_20231228,12/28/23 0:00,['/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2023-12-28_1959_Profile00030_SN00246.csv'],,/Users/colemankane_1/Desktop/fraser_23_24_exports/LFMet_20231228_sram.csv
168,168,LFMet_20240124,1/24/24 0:00,"['/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-1-24_2126_Profile00099_SN00246.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-1-24_2126_Profile00100_SN00246.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-1-24_2126_Profile00101_SN00246.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-1-24_2126_Profile00102_SN00246.csv']",,/Users/colemankane_1/Desktop/fraser_23_24_exports/LFMet_20240124_sram.csv
169,169,JPL1_20240123,1/23/24 0:00,[],,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPL1_20240123_sram.csv
170,170,FSTA_20240124,1/24/24 0:00,[],,/Users/colemankane_1/Desktop/fraser_23_24_exports/FSTA_20240124_sram.csv
171,171,LFMet_20240417,4/17/24 0:00,[],,/Users/colemankane_1/Desktop/fraser_23_24_exports/LFMet_20240417_sram.csv
172,172,LFMet_20240208,2/8/24 0:00,['/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-2-8_2230_Profile00419_SN01117.csv'],,/Users/colemankane_1/Desktop/fraser_23_24_exports/LFMet_20240208_sram.csv
173,173,AM_20240404,4/4/24 0:00,['/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-4-4_1928_Profile00533_SN00141.csv'],,/Users/colemankane_1/Desktop/fraser_23_24_exports/AM_20240404_sram.csv
174,174,FSTA_20240404,4/4/24 0:00,[],,/Users/colemankane_1/Desktop/fraser_23_24_exports/FSTA_20240404_sram.csv
175,175,FSTA_20240208,2/8/24 0:00,"['/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-2-8_1913_Profile00411_SN01117.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-2-8_1914_Profile00412_SN01117.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-2-8_1914_Profile00413_SN01117.csv']",,/Users/colemankane_1/Desktop/fraser_23_24_exports/FSTA_20240208_sram.csv
176,176,JPLMet_20240207,2/7/24 0:00,[],,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240207_sram.csv
177,177,WSL_20240515,5/15/24 0:00,[],,/Users/colemankane_1/Desktop/fraser_23_24_exports/WSL_20240515_sram.csv
178,178,JPLMet_20240213,2/13/24 0:00,[],,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240213_sram.csv
179,179,AM_20240229,2/29/24 0:00,['/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-2-29_1911_Profile00277_SN00246.csv'],,/Users/colemankane_1/Desktop/fraser_23_24_exports/AM_20240229_sram.csv
180,180,JPL1_20240103,1/3/24 0:00,[],,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPL1_20240103_sram.csv
181,181,JPL1_20240117,1/17/24 0:00,['/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-1-17_2212_Profile00064_SN00246.csv'],,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPL1_20240117_sram.csv
182,182,JPLMet_20240305,3/5/24 0:00,[],,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240305_sram.csv
183,183,LFMet_20240104,1/4/24 0:00,[],,/Users/colemankane_1/Desktop/fraser_23_24_exports/LFMet_20240104_sram.csv
184,184,FSTA_20240307,3/7/24 0:00,"['/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-2-21_1855_Profile00416_SN00234.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-2-21_1855_Profile00417_SN00234.csv', '/Users/colemankane_1/Desktop/fraser_23_24_exports/Snow_Scopes/2024-2-21_1856_Profile00418_SN00234.csv']",,/Users/colemankane_1/Desktop/fraser_23_24_exports/FSTA_20240307_sram.csv
185,185,DHCLPX_20240215,2/15/24 0:00,[],,/Users/colemankane_1/Desktop/fraser_23_24_exports/DHCLPX_20240215_sram.csv
186,186,FSTA_20240104,1/4/24 0:00,[],,/Users/colemankane_1/Desktop/fraser_23_24_exports/FSTA_20240104_sram.csv
187,187,JPLMet_20240220,2/20/24 0:00,[],,/Users/colemankane_1/Desktop/fraser_23_24_exports/JPLMet_20240220_sram.csv
188,188,DHMet_20241121,11/21/24 0:00,,,/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/DHMet_20241121_sram.csv
189,189,JPLMet_20250407_TS_1526,4/7/25 0:00,,"['/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0757.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0758.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0760.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0761.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0762.PNT_samples.csv']",/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/JPLMet_20250407_TS_1526_sram.csv
190,190,CCO_20250210,2/10/25 0:00,,,/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/CCO_20250210_sram.csv
191,191,JPLMet_20250408_TS_0725,4/8/25 0:00,,,/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/JPLMet_20250408_TS_0725_sram.csv
192,192,TPO_20240311,3/11/24 0:00,,,/Users/colemankane_1/Desktop/fraser_23_24_exports/TPO_20240311_sram.csv
193,193,JPLMet_20250408_TS_0528,4/8/25 0:00,,"['/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0810.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0811.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0812.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0813.PNT_samples.csv', '/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/smp_profiles_exports/S19M0814.PNT_samples.csv']",/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/JPLMet_20250408_TS_0528_sram.csv
194,194,FCO_20250224,2/24/25 0:00,,,/Users/colemankane_1/Library/CloudStorage/GoogleDrive-ColemanKane@boisestate.edu/Shared drives/2024-2025 CRREL Snow Strength/Data/Scrubbed pit_strength_transect data/crrel_exports/FCO_20250224_sram.csv
